Input,Target
autor antonio avelar  pinho,"aut=pinho, antonio avelar%"
autor peter dan,"aut=dan, peter%"
autor andre bereelowitch,"aut=bereelowitch, andre%"
autor maurillo manara,"aut=manara, maurillo%"
autor  zep,"aut=zep%"
autor raoul cauvin,"aut=cauvin, raoul%"
autor willy lambil,"aut=lambil, willy%"
autor  bercovici,"aut=bercovici%"
autor  zidrou,"aut=zidrou%"
autor delfina teixeira tamulonis,"aut=tamulonis, delfina teixeira%"
autor helena pedrosa,"aut=pedrosa, helena%"
autor paula cristina lemos,"aut=lemos, paula cristina%"
autor joseph brodsky,"aut=brodsky, joseph%"
autor pedro martins,"aut=martins, pedro%"
autor leonel ribeiro santos,"aut=santos, leonel ribeiro%"
autor paulo pereira,"aut=pereira, paulo%"
autor jose mariano gago,"aut=gago, jose mariano%"
autor raul simoes duarte,"aut=duarte, raul simoes%"
autor carlos m. ascencao calado,"aut=calado, carlos m. ascencao%"
autor maria doroteia heitor,"aut=heitor, maria doroteia%"
autor ana claudia jorge,"aut=jorge, ana claudia%"
autor luis cadete,"aut=cadete, luis%"
autor luis coutinho coutinho,"aut=coutinho, luis coutinho%"
autor maria isabel barradas,"aut=barradas, maria isabel%"
autor alice santos,"aut=santos, alice%"
autor esteve pujol i pons,"aut=pons, esteve pujol i%"
autor maria manuel tinoco,"aut=tinoco, maria manuel%"
autor suzana mascaranhas,"aut=mascaranhas, suzana%"
autor ssilvia ferreira carvalho,"aut=carvalho, ssilvia ferreira%"
autor isabel maria da cunha neves,"aut=neves, isabel maria da cunha%"
autor  maria emilia novo,"aut=novo,  maria emilia%"
autor martin aston,"aut=aston, martin%"
autor alain cordel,"aut=cordel, alain%"
autor joao quarenta,"aut=quarenta, joao%"
autor inacia santana,"aut=santana, inacia%"
autor anabela sousa pereira,"aut=pereira, anabela sousa%"
autor sara monteiro,"aut=monteiro, sara%"
autor alexandra gomes,"aut=gomes, alexandra%"
autor f. camara freitas,"aut=freitas, f. camara%"
autor joao manuel paes do amaral franco,"aut=franco, joao manuel paes do amaral%"
autor maria de lurdes henriques,"aut=henriques, maria de lurdes%"
autor comissao de acesso aos documentos administrativos,"aut=comissao de acesso aos documentos administrativos%"
autor marjan unger,"aut=unger, marjan%"
autor julio cesar de mello e souza souza,"aut=souza, julio cesar de mello e souza%"
autor malba tahan,"aut=tahan, malba%"
autor ivars peterson,"aut=peterson, ivars%"
autor nancy henderson,"aut=henderson, nancy%"
autor margarida junqueira,"aut=junqueira, margarida%"
autor carlos alberto ferreira,"aut=ferreira, carlos alberto%"
autor parlamento europeu,"aut=parlamento europeu%"
autor paul hoffman,"aut=hoffman, paul%"
autor jaime ramos,"aut=ramos, jaime%"
autor jose gomes pedro,"aut=pedro, jose gomes%"
autor a. m. soares da silva silva,"aut=silva, a. m. soares da silva%"
autor pedro lopes paradela,"aut=paradela, pedro lopes%"
autor ana prata,"aut=prata, ana%"
autor manuel frias martins,"aut=martins, manuel frias%"
autor  moonz,"aut=moonz%"
autor padre antonio  vieira,"aut=vieira, padre antonio%"
autor simas helena,"aut=helena, simas%"
autor filipe lopes,"aut=lopes, filipe%"
autor carla goulart silva,"aut=silva, carla goulart%"
autor h. c. baldry,"aut=baldry, h. c.%"
autor nicolas freeling,"aut=freeling, nicolas%"
autor rui f. carvalho,"aut=carvalho, rui f.%"
autor peter dickinson,"aut=dickinson, peter%"
autor joaquim f. dos santos tavares,"aut=tavares, joaquim f. dos santos%"
autor ed mcbain,"aut=mcbain, ed%"
autor michael innes,"aut=innes, michael%"
autor benny lay,"aut=lay, benny%"
autor federacao portuguesa de futebol,"aut=federacao portuguesa de futebol%"
autor miguel veiga,"aut=veiga, miguel%"
autor mario soares,"aut=soares, mario%"
autor jeanclaude germain,"aut=germain, jeanclaude%"
autor francisca calado,"aut=calado, francisca%"
autor george godber,"aut=godber, george%"
autor herve  dumez,"aut=dumez,  herve%"
autor allan jeunemaitre,"aut=jeunemaitre, allan%"
autor maria do ceu s.  pereira,"aut=pereira,  maria do ceu s.%"
autor maria de fatima abrante mendes,"aut=mendes, maria de fatima abrante%"
autor maria de fatima abrantes mendes,"aut=mendes, maria de fatima abrantes%"
autor maria rita mendes leal,"aut=leal, maria rita mendes%"
autor joaquim gaspar,"aut=gaspar, joaquim%"
autor clara petra viana,"aut=viana, clara petra%"
autor catarina coelho,"aut=coelho, catarina%"
autor associacao de professores de matematica,"aut=associacao de professores de matematica%"
autor aurora fonseca,"aut=fonseca, aurora%"
autor ana perdigao,"aut=perdigao, ana%"
autor timothy basil ering,"aut=ering, timothy basil%"
autor isabel antunes,"aut=antunes, isabel%"
autor miriam faria,"aut=faria, miriam%"
autor clive gifford,"aut=gifford, clive%"
autor james robinson,"aut=robinson, james%"
autor concha lopez narvaez,"aut=narvaez, concha lopez%"
autor rafael salmeron lopez,"aut=lopez, rafael salmeron%"
autor pierre vidal naquet,"aut=naquet, pierre vidal%"
autor jacques bertin,"aut=bertin, jacques%"
autor maria teresa silva,"aut=silva, maria teresa%"
autor manuela nogueira,"aut=nogueira, manuela%"
autor isabel maria fernandes,"aut=fernandes, isabel maria%"
autor cesaria martins,"aut=martins, cesaria%"
autor angelo dos santos pereira,"aut=pereira, angelo dos santos%"
autor manuela espirito santos,"aut=santos, manuela espirito%"
autor bruno pereira,"aut=pereira, bruno%"
autor alan lightman,"aut=lightman, alan%"
autor tony saulles,"aut=saulles, tony%"
autor jane clarke,"aut=clarke, jane%"
autor mary mcquillan,"aut=mcquillan, mary%"
autor susan jackson santos,"aut=santos, susan jackson%"
autor ne santelmo,"aut=santelmo, ne%"
autor michael cox,"aut=cox michael%"
autor annieclaude martin,"aut=martin, annieclaude%"
autor leya,"aut=leya%"
autor fernando villasboas,"aut=villasboas, fernando%"
autor andre amaral,"aut=amaral, andre%"
autor walter riso,"aut=riso, walter%"
autor henrique tavares castro,"aut=castro, henrique tavares%"
autor stefania sena,"aut=sena, stefania%"
autor umberto stagi,"aut=stagi, umberto%"
autor lourdes erburu,"aut=erburu, lourdes%"
autor jose moran,"aut=moran, jose%"
autor stephane deteindre,"aut=deteindre, stephane%"
autor irene daun lorena,"aut=lorena, irene daun%"
autor nuno daun lorena,"aut=lorena, nuno daun%"
autor pedro alvares,"aut=alvares, pedro%"
autor maria jose de barros e cunha maya,"aut=maya, maria jose de barros e cunha%"
autor filipa freire andrade,"aut=andrade, filipa freire%"
autor rosario gamboa,"aut=gamboa, rosario%"
autor joana pacheco castro,"aut=castro, joana pacheco%"
autor isabel p. martins,"aut=martins, isabel p.%"
autor regina duarte,"aut=duarte, regina%"
autor direccaogeral de inovacao e de dsenvolvimento curricular,"aut=direccaogeral de inovacao e de dsenvolvimento curricular%"
autor maria joaquina santos,"aut=santos, maria joaquina%"
autor tina nolan,"aut=nolan, tina%"
autor sharon rentta,"aut=rentta, sharon%"
autor marina lopes cunha,"aut=cunha, marina lopes%"
autor gwyneth rees,"aut=rees, gwyneth%"
autor paula alves,"aut=alves, paula%"
autor emily bannister,"aut=bannister, emily%"
autor helen greathead,"aut=greathead, helen%"
autor rupert van wyk,"aut=wyk, rupert van%"
autor lyn gray,"aut=gray, lyn%"
autor laurence herbert,"aut=herbert, laurence%"
autor frederic du bus,"aut=bus, frederic du%"
autor r. shuyler hooke,"aut=hooke, r. shuyler%"
autor joana ferreira silva,"aut=silva, joana ferreira%"
autor raquel lopez  varela,"aut=varela, raquel lopez%"
autor luisa moniz,"aut=moniz, luisa%"
autor ricardo pereira,"aut=pereira, ricardo%"
autor miguel domingues,"aut=domingues, miguel%"
autor alexandre oneil,"aut=oneil, alexandre%"
autor ana cristina almeida,"aut=almeida, ana cristina%"
autor manuela santos,"aut=santos, manuela%"
autor biblioteca nacional,"aut=biblioteca nacional%"
autor m¦ joao lopes,"aut=lopes, m¦ joao%"
autor jose maria cabanas,"aut=cabanas, jose maria%"
autor joaquin gonzalezperez,"aut=gonzalezperez, joaquin%"
autor maria jose criado del pozo,"aut=pozo, maria jose criado del%"
autor stephenie meyer,"aut=meyer, stephenie%"
autor maria peres,"aut=peres, maria%"
autor domingos ramos,"aut=ramos, domingos%"
autor teresa pacheco ferraz,"aut=ferraz, teresa pacheco%"
autor des taylor,"aut=taylor, des%"
autor sue bentley,"aut=bentley, sue%"
autor angela swan,"aut=swan, angela%"
autor antonella silva,"aut=silva, antonella%"
autor mario bruno cruz,"aut=cruz, mario bruno%"
autor eric silva blay,"aut=blay, eric silva%"
autor jasminka petrovic,"aut=petrovic, jasminka%"
autor dobrosav bob zivkovic,"aut=zivkovic, dobrosav bob%"
autor richie tankersley,"aut=tankersley, richie%"
autor keith r. a. decandido,"aut=decandido, keith r. a.%"
autor laura anne gilmam,"aut=gilmam, laura anne%"
autor josepha shermam,"aut=shermam, josepha%"
autor joachim hecker,"aut=hecker, joachim%"
autor joao bouza costa,"aut=costa, joao bouza%"
autor sybille hein,"aut=hein, sybille%"
autor luis oliveira santos,"aut=santos, luis oliveira%"
autor rosario morais silva,"aut=silva, rosario morais%"
autor anna parisi,"aut=parisi, anna%"
autor wm. paul young,"aut=young, wm. paul%"
autor roderick gordon,"aut=gordon, roderick%"
autor brian williams,"aut=williams, brian%"
autor maria dulce guimaraes costa,"aut=costa, maria dulce guimaraes%"
autor adalgisa nunes,"aut=nunes, adalgisa%"
autor celso gomes,"aut=gomes, celso%"
autor julia viana,"aut=viana, julia%"
autor abel mota,"aut=mota, abel%"
autor alvaro cortes,"aut=cortes, alvaro%"
autor manuel pina,"aut=pina, manuel%"
autor rui a. viana,"aut=viana, rui a.%"
autor antonio maranhao peixoto,"aut=peixoto, antonio maranhao%"
autor porfirio pereira da silva,"aut=silva, porfirio pereira da%"
autor pedro cabral,"aut=cabral, pedro%"
autor antonio pedro,"aut=pedro, antonio%"
autor victor pires da silva,"aut=silva, victor pires da%"
autor terresa parra da silva,"aut=silva, terresa parra da%"
autor m. olga azevedo,"aut=azevedo, m. olga%"
autor m. carmo azevedo lopes,"aut=lopes, m. carmo azevedo%"
autor fernando saez,"aut=saez, fernando%"
autor vivian french,"aut=french, vivian%"
autor sarah gibb,"aut=gibb, sarah%"
autor roddy doyle,"aut=doyle, roddy%"
autor brian ajhar,"aut=ajhar, brian%"
autor rita antunes,"aut=antunes, rita%"
autor mauricio de  sousa,"aut=sousa, mauricio de%"
autor cristina maduro,"aut=maduro, cristina%"
autor ester pinto,"aut=pinto, ester%"
autor maria joao sa,"aut=sa maria joao%"
autor catarina furtado,"aut=furtado, catarina%"
autor paulo caetano,"aut=caetano, paulo%"
autor m¦ joao rodrigues,"aut=rodrigues, m¦ joao%"
autor rita duarte,"aut=duarte, rita%"
autor jose manuel almeida,"aut=almeida, jose manuel%"
autor maria dinis mineiro,"aut=mineiro, maria dinis%"
autor marina valle,"aut=valle, marina%"
autor gerivasio pina,"aut=pina, gerivasio%"
autor world preass cartoon,"aut=world preass cartoon%"
autor michel bourlet,"aut=bourlet, michel%"
autor liz rettig,"aut=rettig, liz%"
autor marcia montenegro,"aut=montenegro, marcia%"
autor maria joao lopo carvalho,"aut=carvalho, maria joao lopo%"
autor reina reinstein,"aut=reinstein, reina%"
autor mike reinstein,"aut=reinstein, mike%"
autor luisa silva  maneiras,"aut=maneiras, luisa silva%"
autor randal rauser,"aut=rauser, randal%"
autor paula castro,"aut=castro, paula%"
autor laura owen,"aut=owen, laura%"
autor steve cole,"aut=cole, steve%"
autor woody fox,"aut=fox, woody%"
autor claudete soares,"aut=soares, claudete%"
autor diana antunes,"aut=antunes, diana%"
autor phyllis dorothy james,"aut=james, phyllis dorothy%"
autor miguel  caero,"aut=caero, miguel%"
autor miguel ribeiro silva,"aut=silva, miguel ribeiro%"
autor irene santos,"aut=santos, irene%"
autor miguel narciso,"aut=narciso, miguel%"
autor maria de lourdes soares,"aut=soares, maria de lourdes%"
autor wener holzwarth,"aut=holzwarth, wener%"
autor alain voss,"aut=voss alain%"
autor ines neiva correia,"aut=correia ines neiva%"
autor donald j. sobol,"aut=sobol, donald j.%"
autor thomas nelson,"aut=nelson, thomas%"
autor maria do rosario maia,"aut=maia, maria do rosario%"
autor concurso de criancas 1§ ciclo do ensino basico,"aut=concurso de criancas 1§ ciclo do ensino basico%"
autor alan grant,"aut=grant, alan%"
autor bret blevins,"aut=blevins, bret%"
autor dennis oneil,"aut=oneil, dennis%"
autor sal velluto,"aut=velluto, sal%"
autor david dosa,"aut=dosa, david%"
autor joane teno,"aut=teno, joane%"
autor carmen carvalho,"aut=carvalho, carmen%"
autor susana maria mendes almeida,"aut=almeida, susana maria mendes%"
autor laura french,"aut=french, laura%"
autor doug chafee,"aut=chafee doug%"
autor maria melo,"aut=melo maria%"
autor diana almeida,"aut=almeida, diana%"
autor ted elliot,"aut=elliot, ted%"
autor terry rossio,"aut=rossio, terry%"
autor carmen butina jimenez,"aut=jimenez, carmen butina%"
autor ramiro da fonseca,"aut=fonseca, ramiro da%"
autor chris capen,"aut=capen, chris%"
autor mike harland,"aut=harland, mike%"
autor patrick hanks,"aut=hanks, patrick%"
autor megan mcdonald,"aut=mcdonald, megan%"
autor peter reynolds,"aut=reynolds, peter%"
autor sarah philips,"aut=philips sarah%"
autor ginny lapage,"aut=lapage, ginny%"
autor evelyn goldsmith,"aut=goldsmith, evelyn%"
autor j.b. foreman,"aut=foreman, j.b.%"
autor uefa,"aut=uefa%"
autor ismael cardim,"aut=cardim, ismael%"
autor cristina norton,"aut=norton, cristina%"
autor agustin fernandez paz,"aut=paz, agustin fernandez%"
autor markus zusak,"aut=zusak, markus%"
autor umberto stangi,"aut=stangi, umberto%"
autor pero vaz de caminha caminha,"aut=caminha, pero vaz de caminha%"
autor annabel goldsmith,"aut=goldsmith, annabel%"
autor india jane birley,"aut=birley, india jane%"
autor rosario morais da  silva,"aut=silva, rosario morais da%"
autor mark r.  levin,"aut=levin, mark r.%"
autor brigith guimaraes,"aut=guimaraes, brigith%"
autor timothee fombelle,"aut=fombelle, timothee%"
autor helena guimaraes,"aut=guimaraes, helena%"
autor m¦ conceicao galveia ferreira,"aut=ferreira, m¦ conceicao galveia%"
autor mark temple,"aut=temple, mark%"
autor dalila sequeira,"aut=sequeira, dalila%"
autor j. lencastre cabral,"aut=cabral, j. lencastre%"
autor joao paulo guerra,"aut=guerra, joao paulo%"
autor martin davies,"aut=davies, martin%"
autor phyllis reynolds naylor,"aut=naylor, phyllis reynolds%"
autor joao pedro lam,"aut=lam, joao pedro%"
autor andrew strong,"aut=strong, andrew%"
autor larry levin,"aut=levin, larry%"
autor jose freitas e silva,"aut=silva, jose freitas e%"
autor maria castro dias,"aut=dias, maria castro%"
autor marcelo mesquita,"aut=mesquita, marcelo%"
autor ana maria pinto silva,"aut=silva, ana maria pinto%"
autor carlos ugrinowisch,"aut=ugrinowisch, carlos%"
autor jose geraldo do carmo salles,"aut=salles, jose geraldo do carmo%"
autor paulo augusto m. tavares,"aut=tavares, paulo augusto m.%"
autor carlos henrique dias,"aut=dias, carlos henrique%"
autor sergio hortelan,"aut=hortelan, sergio%"
autor ivan salles,"aut=salles, ivan%"
autor carla marise canela salles,"aut=salles, carla marise canela%"
autor dante de rose jr,"aut=rose jr, dante de%"
autor m¦ da assuncao santos,"aut=santos, m¦ da assuncao%"
autor maria adelina valdeira da silva  barreto,"aut=barreto, maria adelina valdeira da silva%"
autor r. w. alley,"aut=alley, r. w.%"
autor maria do rosario pernas,"aut=pernas, maria do rosario%"
autor katy gardner,"aut=gardner, katy%"
autor marta pessanha mascarenhas,"aut=mascarenhas, marta pessanha%"
autor maria da conceicao galvao ferreira,"aut=ferreira, maria da conceicao galvao%"
autor berta garcia,"aut=garcia, berta%"
autor andrew farley,"aut=farley, andrew%"
autor michaelene mundy,"aut=mundy, michaelene%"
autor dav pilkey,"aut=pilkey, dav%"
autor thomas brezina,"aut=brezina, thomas%"
autor bernhard forth,"aut=forth, bernhard%"
autor jessica adams,"aut=adams, jessica%"
autor jo quinn,"aut=quinn, jo%"
autor theresa cheung,"aut=cheung, theresa%"
autor etelvina coelho,"aut=coelho, etelvina%"
autor romeu,"aut=, romeu%"
autor sofia goes,"aut=goes, sofia%"
autor blanca alvarez,"aut=alvarez, blanca%"
autor merce lopez,"aut=lopez, merce%"
autor carlos medina ribeiro,"aut=ribeiro, carlos medina%"
autor evelyne brisoupellen,"aut=brisoupellen, evelyne%"
autor maria nilceia,"aut=nilceia, maria%"
autor paula castro rosa,"aut=rosa, paula castro%"
autor edouard brasey,"aut=brasey, edouard%"
autor maria sofia pereira,"aut=pereira, maria sofia%"
autor poul anderson,"aut=anderson, poul%"
autor maria joao andrade,"aut=andrade, maria joao%"
autor celia barbosa,"aut=barbosa, celia%"
autor maria antonia chaves alves,"aut=alves, maria antonia chaves%"
autor  artistas,"aut=artistas%"
autor nick fisher,"aut=fisher, nick%"
autor fatima leal gaspar,"aut=gaspar, fatima leal%"
autor michelle rouyer,"aut=rouyer, michelle%"
autor jose luis ramos,"aut=ramos, jose luis%"
autor temple hill,"aut=hill, temple%"
autor natividade correa,"aut=correa, natividade%"
autor texto editores,"aut=texto editores%"
autor ana santiago,"aut=santiago, ana%"
autor silvia silva,"aut=silva, silvia%"
autor jill murphy,"aut=murphy, jill%"
autor simon tofield,"aut=tofield, simon%"
autor francesco dadamo,"aut=dadamo, francesco%"
autor maria jose sarabando,"aut=sarabando, maria jose%"
autor buster bone,"aut=bone, buster%"
autor the disney storybook artists,"aut=the disney storybook artists%"
autor peter newell,"aut=newell, peter%"
autor bill houston,"aut=houston, bill%"
autor m¦ da graca moctezuma,"aut=moctezuma m¦ da graca%"
autor eileen soper,"aut=soper eileen%"
autor m¦ da graca moctezuma,"aut=moctezuma, m¦ da graca%"
autor lindsay cable,"aut=cable, lindsay%"
autor steve  jackson,"aut=jackson, steve%"
autor clara niza,"aut=niza, clara%"
autor gary mayes,"aut=mayes, gary%"
autor judith holmes clarke,"aut=clarke judith holmes%"
autor gorjao duarte,"aut=duarte, gorjao%"
autor cora ronai,"aut=ronai, cora%"
autor rui m. filipe,"aut=filipe, rui m.%"
autor adelina simoes,"aut=simoes, adelina%"
autor jose a. cambraia,"aut=cambraia, jose a.%"
autor beth beechwood,"aut=beechwood, beth%"
autor n. b. grace,"aut=grace, n. b.%"
autor paulo goncalves,"aut=goncalves, paulo%"
